,CPT_CODE_OR_OTHER,Top_25_Avg,OSHPD_NUM,Hospital_Name
"Mammography, Screening, Bilateral",77067,$558.00,371256,SCRIPPS GREEN HOSPITAL
"MRI, Head or Brain, without contrast, followed by contrast",70553,"$3,621.00",371256,SCRIPPS GREEN HOSPITAL
"Ultrasound, Abdomen, Complete",76700,,371256,SCRIPPS GREEN HOSPITAL
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,371256,SCRIPPS GREEN HOSPITAL
"X-Ray, Lower Back, four views",72110,,371256,SCRIPPS GREEN HOSPITAL
"X-Ray, Chest, two views",71046,$362.00,371256,SCRIPPS GREEN HOSPITAL
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,371256,SCRIPPS GREEN HOSPITAL
"Echocardiography, complete",93307,,371256,SCRIPPS GREEN HOSPITAL
"Electrocardiogram, routine, with interpretation and report",93000,,371256,SCRIPPS GREEN HOSPITAL
"Inhalation Treatment, pressurized or nonpressurized",94640,$615.00,371256,SCRIPPS GREEN HOSPITAL
"Physical Therapy, Evaluation",97161-97163,,371256,SCRIPPS GREEN HOSPITAL
"Physical Therapy, Gait Training",97116,$122.00,371256,SCRIPPS GREEN HOSPITAL
"Physical Therapy, Therapeutic Exercise",97110,$120.00,371256,SCRIPPS GREEN HOSPITAL
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,371256,SCRIPPS GREEN HOSPITAL
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,371256,SCRIPPS GREEN HOSPITAL
Carpal Tunnel Surgery,64721,,371256,SCRIPPS GREEN HOSPITAL
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,371256,SCRIPPS GREEN HOSPITAL
"Colonoscopy, diagnostic",45378,"$4,845.07",371256,SCRIPPS GREEN HOSPITAL
"Colonoscopy, with biopsy",45380,"$6,852.54",371256,SCRIPPS GREEN HOSPITAL
"Colonoscopy, with lesion removal, by snare technique",45385,"$6,726.46",371256,SCRIPPS GREEN HOSPITAL
"Discission, secondary membranous cataract, laser surgery",66821,,371256,SCRIPPS GREEN HOSPITAL
"Endoscopy, Upper GI, with biopsy",43239,"$6,026.01",371256,SCRIPPS GREEN HOSPITAL
"Endoscopy, Upper GI, diagnostic",43235,,371256,SCRIPPS GREEN HOSPITAL
"Excision, Breast Lesion",19120,,371256,SCRIPPS GREEN HOSPITAL
"Hernia Repair, Inguinal, 5 years and older",49505,,371256,SCRIPPS GREEN HOSPITAL
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,371256,SCRIPPS GREEN HOSPITAL
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,371256,SCRIPPS GREEN HOSPITAL
Laparoscopic Cholecystectomy,47562,,371256,SCRIPPS GREEN HOSPITAL
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,371256,SCRIPPS GREEN HOSPITAL
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,371256,SCRIPPS GREEN HOSPITAL
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,371256,SCRIPPS GREEN HOSPITAL
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,371394,SCRIPPS ENCINITAS HOSPITAL
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,371394,SCRIPPS ENCINITAS HOSPITAL
"Emergency Room Visit, Level 3 (moderate severity)",99283,,371394,SCRIPPS ENCINITAS HOSPITAL
"Emergency Room Visit, Level 4 (high severity)",99284,,371394,SCRIPPS ENCINITAS HOSPITAL
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,,371394,SCRIPPS ENCINITAS HOSPITAL
"Outpatient Visit, established patient, 15 minutes",99213,,371394,SCRIPPS ENCINITAS HOSPITAL
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,371394,SCRIPPS ENCINITAS HOSPITAL
Basic Metabolic Panel,80048,$144.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Blood Gas Analysis, including 02 saturation",82805,,371394,SCRIPPS ENCINITAS HOSPITAL
"Complete Blood Count, automated",85027,$52.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Complete Blood Count, with differential WBC, automated",85025,$84.00,371394,SCRIPPS ENCINITAS HOSPITAL
Comprehensive Metabolic Panel,80053,$195.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Creatine Kinase (CK), (CPK), Total",82550,$87.00,371394,SCRIPPS ENCINITAS HOSPITAL
Lipid Panel,80061,$117.00,371394,SCRIPPS ENCINITAS HOSPITAL
Partial Thromboplastin Time,85730,$47.00,371394,SCRIPPS ENCINITAS HOSPITAL
Prothrombin Time,85610,$77.00,371394,SCRIPPS ENCINITAS HOSPITAL
Thyroid Stimulating Hormone,84443,$133.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Troponin, Quantitative",84484,$155.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Urinalysis, without microscopy",81002 or 81003,$16.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Urinalysis, with microscopy",81000 or 81001,$23.00,371394,SCRIPPS ENCINITAS HOSPITAL
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,371394,SCRIPPS ENCINITAS HOSPITAL
"CT Scan, Abdomen, with contrast",74160,"$2,103.00",371394,SCRIPPS ENCINITAS HOSPITAL
"CT Scan, Head or Brain, without contrast",70450,$908.00,371394,SCRIPPS ENCINITAS HOSPITAL
"CT Scan, Pelvis, with contrast",72193,"$2,103.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Mammography, Screening, Bilateral",77067,$558.00,371394,SCRIPPS ENCINITAS HOSPITAL
"MRI, Head or Brain, without contrast, followed by contrast",70553,"$3,621.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Ultrasound, Abdomen, Complete",76700,,371394,SCRIPPS ENCINITAS HOSPITAL
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,371394,SCRIPPS ENCINITAS HOSPITAL
"X-Ray, Lower Back, four views",72110,,371394,SCRIPPS ENCINITAS HOSPITAL
"X-Ray, Chest, two views",71046,$362.00,371394,SCRIPPS ENCINITAS HOSPITAL
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,371394,SCRIPPS ENCINITAS HOSPITAL
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,371394,SCRIPPS ENCINITAS HOSPITAL
"Echocardiography, complete",93307,,371394,SCRIPPS ENCINITAS HOSPITAL
"Electrocardiogram, routine, with interpretation and report",93000,,371394,SCRIPPS ENCINITAS HOSPITAL
"Inhalation Treatment, pressurized or nonpressurized",94640,$615.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Physical Therapy, Evaluation",97161-97163,,371394,SCRIPPS ENCINITAS HOSPITAL
"Physical Therapy, Gait Training",97116,$122.00,371394,SCRIPPS ENCINITAS HOSPITAL
"Physical Therapy, Therapeutic Exercise",97110,$120.00,371394,SCRIPPS ENCINITAS HOSPITAL
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,371394,SCRIPPS ENCINITAS HOSPITAL
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,371394,SCRIPPS ENCINITAS HOSPITAL
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,371394,SCRIPPS ENCINITAS HOSPITAL
Carpal Tunnel Surgery,64721,,371394,SCRIPPS ENCINITAS HOSPITAL
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,371394,SCRIPPS ENCINITAS HOSPITAL
"Colonoscopy, diagnostic",45378,"$5,969.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Colonoscopy, with biopsy",45380,"$7,554.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Colonoscopy, with lesion removal, by snare technique",45385,"$7,346.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Discission, secondary membranous cataract, laser surgery",66821,,371394,SCRIPPS ENCINITAS HOSPITAL
"Endoscopy, Upper GI, with biopsy",43239,"$6,790.00",371394,SCRIPPS ENCINITAS HOSPITAL
"Endoscopy, Upper GI, diagnostic",43235,,371394,SCRIPPS ENCINITAS HOSPITAL
"Excision, Breast Lesion",19120,,371394,SCRIPPS ENCINITAS HOSPITAL
"Hernia Repair, Inguinal, 5 years and older",49505,,371394,SCRIPPS ENCINITAS HOSPITAL
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,371394,SCRIPPS ENCINITAS HOSPITAL
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,371394,SCRIPPS ENCINITAS HOSPITAL
Laparoscopic Cholecystectomy,47562,,371394,SCRIPPS ENCINITAS HOSPITAL
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,371394,SCRIPPS ENCINITAS HOSPITAL
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,371394,SCRIPPS ENCINITAS HOSPITAL
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,106374024,AURORA SAN DIEGO
"Emergency Room Visit, Level 3 (moderate severity)",99283,,106374024,AURORA SAN DIEGO
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,,106374024,AURORA SAN DIEGO
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,,106374024,AURORA SAN DIEGO
"Outpatient Visit, established patient, 15 minutes",99213,,106374024,AURORA SAN DIEGO
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
Basic Metabolic Panel,80048,,106374024,AURORA SAN DIEGO
"Blood Gas Analysis, including 02 saturation",82805,,106374024,AURORA SAN DIEGO
"Complete Blood Count, automated",85027,,106374024,AURORA SAN DIEGO
"Complete Blood Count, with differential WBC, automated",85025,,106374024,AURORA SAN DIEGO
Comprehensive Metabolic Panel,80053,,106374024,AURORA SAN DIEGO
"Creatine Kinase (CK), (CPK), Total",82550,,106374024,AURORA SAN DIEGO
Lipid Panel,80061,,106374024,AURORA SAN DIEGO
Partial Thromboplastin Time,85730,,106374024,AURORA SAN DIEGO
Prothrombin Time,85610,,106374024,AURORA SAN DIEGO
Thyroid Stimulating Hormone,84443,,106374024,AURORA SAN DIEGO
"Troponin, Quantitative",84484,,106374024,AURORA SAN DIEGO
"Urinalysis, without microscopy",81002 or 81003,,106374024,AURORA SAN DIEGO
"Urinalysis, with microscopy",81000 or 81001,,106374024,AURORA SAN DIEGO
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
"CT Scan, Abdomen, with contrast",74160,,106374024,AURORA SAN DIEGO
"CT Scan, Head or Brain, without contrast",70450,,106374024,AURORA SAN DIEGO
"CT Scan, Pelvis, with contrast",72193,,106374024,AURORA SAN DIEGO
"Mammography, Screening, Bilateral",77067,,106374024,AURORA SAN DIEGO
"MRI, Brain, without contrast, followed by contrast",70553,,106374024,AURORA SAN DIEGO
"Ultrasound, Abdomen, Complete",76700,,106374024,AURORA SAN DIEGO
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,106374024,AURORA SAN DIEGO
"X-Ray, Lower Back, minimum four views",72110,,106374024,AURORA SAN DIEGO
"X-Ray, Chest, two views",71046,,106374024,AURORA SAN DIEGO
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106374024,AURORA SAN DIEGO
"Echocardiography, Transthoracic, complete",93307,,106374024,AURORA SAN DIEGO
"Electrocardiogram, routine, with interpretation and report",93000,,106374024,AURORA SAN DIEGO
"Inhalation Treatment, pressurized or nonpressurized",94640,,106374024,AURORA SAN DIEGO
"Physical Therapy, Evaluation",97161-97163,,106374024,AURORA SAN DIEGO
"Physical Therapy, Gait Training",97116,,106374024,AURORA SAN DIEGO
"Physical Therapy, Therapeutic Exercise",97110,,106374024,AURORA SAN DIEGO
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,,106374024,AURORA SAN DIEGO
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106374024,AURORA SAN DIEGO
Carpal Tunnel Surgery,64721,,106374024,AURORA SAN DIEGO
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106374024,AURORA SAN DIEGO
"Colonoscopy, diagnostic",45378,,106374024,AURORA SAN DIEGO
"Colonoscopy, with biopsy",45380,,106374024,AURORA SAN DIEGO
"Colonoscopy, with lesion removal, by snare technique",45385,,106374024,AURORA SAN DIEGO
"Discission, secondary membranous cataract, laser surgery",66821,,106374024,AURORA SAN DIEGO
"Endoscopy, Upper GI, with biopsy",43239,,106374024,AURORA SAN DIEGO
"Endoscopy, Upper GI, diagnostic",43235,,106374024,AURORA SAN DIEGO
"Excision, Breast Lesion, without preoperative radiological marker",19120,,106374024,AURORA SAN DIEGO
"Hernia Repair, Inguinal, 5 years and older",49505,,106374024,AURORA SAN DIEGO
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,,106374024,AURORA SAN DIEGO
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,,106374024,AURORA SAN DIEGO
Laparoscopic Cholecystectomy,47562,,106374024,AURORA SAN DIEGO
"Tympanostomy (insert ventilating  tube, general anesthesia)",69436,,106374024,AURORA SAN DIEGO
"Tonsillectomy with Adenoidectomy, less than 12 years old",42820,,106374024,AURORA SAN DIEGO
Other Common Outpatient Procedures (list as needed),2019 CPT Code,Average Charge,106374024,AURORA SAN DIEGO
GROUP PSYCHOTHERAPY,G0410,$160.00,106374024,AURORA SAN DIEGO
Evaluation & Management Services (CPT Codes 99201-99499),2019 CPT Code,Average Charge,106374382,Palomar Medical Center-Escondido
"Emergency Room Visit, Level 2 (low to moderate severity)",99282,,106374382,Palomar Medical Center-Escondido
"Emergency Room Visit, Level 3 (moderate severity)",99283,,106374382,Palomar Medical Center-Escondido
"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284,,106374382,Palomar Medical Center-Escondido
"Emergency Room Visit, Level 4 (high severity with significant threat)",99285,,106374382,Palomar Medical Center-Escondido
"Outpatient Visit, established patient, 15 minutes",99213,$369.00,106374382,Palomar Medical Center-Escondido
Laboratory & Pathology Services (CPT Codes 80047-89398),2019 CPT Code,Average Charge,106374382,Palomar Medical Center-Escondido
Basic Metabolic Panel,80048,,106374382,Palomar Medical Center-Escondido
"Blood Gas Analysis, including 02 saturation",82805,,106374382,Palomar Medical Center-Escondido
"Complete Blood Count, automated",85027,$231.00,106374382,Palomar Medical Center-Escondido
"Complete Blood Count, with differential WBC, automated",85025,,106374382,Palomar Medical Center-Escondido
Comprehensive Metabolic Panel,80053,$585.00,106374382,Palomar Medical Center-Escondido
"Creatine Kinase (CK), (CPK), Total",82550,$163.00,106374382,Palomar Medical Center-Escondido
Lipid Panel,80061,,106374382,Palomar Medical Center-Escondido
Partial Thromboplastin Time,85730,,106374382,Palomar Medical Center-Escondido
Prothrombin Time,85610,,106374382,Palomar Medical Center-Escondido
Thyroid Stimulating Hormone,84443,,106374382,Palomar Medical Center-Escondido
"Troponin, Quantitative",84484,,106374382,Palomar Medical Center-Escondido
"Urinalysis, without microscopy",81002 or 81003,$41.00,106374382,Palomar Medical Center-Escondido
"Urinalysis, with microscopy",81000 or 81001,$230.00,106374382,Palomar Medical Center-Escondido
Radiology Services  (CPT Codes 70010-79999),2019 CPT Code,Average Charge,106374382,Palomar Medical Center-Escondido
"CT Scan, Abdomen, with contrast",74160,,106374382,Palomar Medical Center-Escondido
"CT Scan, Head or Brain, without contrast",70450,,106374382,Palomar Medical Center-Escondido
"CT Scan, Pelvis, with contrast",72193,,106374382,Palomar Medical Center-Escondido
"Mammography, Screening, Bilateral",77067,,106374382,Palomar Medical Center-Escondido
"MRI, Brain, without contrast, followed by contrast",70553,,106374382,Palomar Medical Center-Escondido
"Ultrasound, Abdomen, Complete",76700,"$1,426.00",106374382,Palomar Medical Center-Escondido
"Ultrasound, OB, 14 weeks or more, transabdominal",76805,,106374382,Palomar Medical Center-Escondido
"X-Ray, Lower Back, minimum four views",72110,"$1,132.00",106374382,Palomar Medical Center-Escondido
"X-Ray, Chest, two views",71046,,106374382,Palomar Medical Center-Escondido
Medicine Services  (CPT Codes 90281-99607),2019 CPT Code,Average Charge,106374382,Palomar Medical Center-Escondido
"Cardiac Catheterization, Left Heart, percutaneous ",93452,,106374382,Palomar Medical Center-Escondido
"Echocardiography, Transthoracic, complete, without Doppler",93307,"$1,800.00",106374382,Palomar Medical Center-Escondido
"Electrocardiogram, routine, with interpretation and report",93000,,106374382,Palomar Medical Center-Escondido
"Inhalation Treatment, pressurized or nonpressurized",94640,$321.00,106374382,Palomar Medical Center-Escondido
"Physical Therapy, Evaluation",97161-97163,$369.00,106374382,Palomar Medical Center-Escondido
"Physical Therapy, Gait Training",97116,$100.00,106374382,Palomar Medical Center-Escondido
"Physical Therapy, Therapeutic Exercise",97110,$249.00,106374382,Palomar Medical Center-Escondido
Surgery Services  (CPT Codes 10021-69990),2019 CPT Code,Average Charge,106374382,Palomar Medical Center-Escondido
"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881,"$22,048.90",106374382,Palomar Medical Center-Escondido
"Arthroscopy, Shoulder, with partial acromioplasty",29826,,106374382,Palomar Medical Center-Escondido
Carpal Tunnel Surgery,64721,"$12,976.91",106374382,Palomar Medical Center-Escondido
"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984,,106374382,Palomar Medical Center-Escondido
"Colonoscopy, diagnostic",45378,"$5,914.62",106374382,Palomar Medical Center-Escondido
"Colonoscopy, with biopsy",45380,"$6,253.49",106374382,Palomar Medical Center-Escondido
"Colonoscopy, with lesion removal, by snare technique",45385,"$6,690.84",106374382,Palomar Medical Center-Escondido
"Discission, secondary membranous cataract, laser surgery",66821,,106374382,Palomar Medical Center-Escondido
"Endoscopy, Upper GI, with biopsy",43239,"$12,420.78",106374382,Palomar Medical Center-Escondido
"Endoscopy, Upper GI, diagnostic",43235,"$26,910.80",106374382,Palomar Medical Center-Escondido
"Excision, Breast Lesion, without preoperative radiological marker",19120,"$15,889.61",106374382,Palomar Medical Center-Escondido
"Hernia Repair, Inguinal, 5 years and older",49505,"$26,758.15",106374382,Palomar Medical Center-Escondido
"Injection, Diagnostic or Therapeutic substance, epidural, lumbar",62322-62323,"$2,548.13",106374382,Palomar Medical Center-Escondido
"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar",64483,"$2,568.85",106374382,Palomar Medical Center-Escondido
